auprc,auroc,cell,context_kernel_norm,cross_variable_leakage,data_seed,f1,gate_mean,gate_std,identity_deviation,max_iter,mcc,method,mse,root,run_id,temporal_mass_median,train_seed,wall_seconds
0.7132575757575756,0.9038461538461539,Stat+Linear,,0.0,102,0.5,,,0.0066058943048119545,500,0.4230769230769231,fixed_fir3,0.019327014684677124,gpu_d2_it500_round1,d2__Stat_Linear__fixed_fir3__ds102__ts0__it500,0.02788066081751244,0,7.269039400038309
0.5982101393188853,0.8011363636363638,Stat+Nonlinear,,0.0,0,0.5,0.09753698855638504,,0.00591611722484231,500,0.3181818181818182,adaptive_fir,0.015354001894593239,gpu_d2_it500_round1,d2__Stat_Nonlinear__adaptive_fir__ds0__ts0__it500,0.03032216949002695,0,12.666427699965425
0.5382492690058479,0.7708333333333333,Stat+Nonlinear,,0.0,101,0.5,0.0945226326584816,,0.0055903485044837,500,0.375,adaptive_fir,0.017844781279563904,gpu_d2_it500_round1,d2__Stat_Nonlinear__adaptive_fir__ds101__ts0__it500,0.027017572197853792,0,12.60577570006717
0.7072115384615384,0.8942307692307692,Stat+Nonlinear,,0.0,102,0.5,0.09800896793603897,,0.006469068117439747,500,0.4230769230769231,adaptive_fir,0.01971512660384178,gpu_d2_it500_round1,d2__Stat_Nonlinear__adaptive_fir__ds102__ts0__it500,0.02604482175196719,0,12.616048399941064
0.4160517144892145,0.7329545454545455,Stat+Nonlinear,,0.0,0,0.625,,,0.0,500,0.48863636363636365,baseline,0.015221293084323406,gpu_d2_it500_round1,d2__Stat_Nonlinear__baseline__ds0__ts0__it500,0.0,0,5.724659999948926
0.4934563021519543,0.7152777777777778,Stat+Nonlinear,,0.0,101,0.5,,,0.0,500,0.375,baseline,0.017197392880916595,gpu_d2_it500_round1,d2__Stat_Nonlinear__baseline__ds101__ts0__it500,0.0,0,5.736304399906658
0.7072115384615384,0.8942307692307692,Stat+Nonlinear,,0.0,102,0.5,,,0.0,500,0.4230769230769231,baseline,0.019580569118261337,gpu_d2_it500_round1,d2__Stat_Nonlinear__baseline__ds102__ts0__it500,0.0,0,5.731186399934813
0.39521672771672767,0.7272727272727272,Stat+Nonlinear,,0.0,0,0.5,,,6.237735215108842e-05,500,0.3181818181818182,cp_depthwise,0.01496487483382225,gpu_d2_it500_round1,d2__Stat_Nonlinear__cp_depthwise__ds0__ts0__it500,0.0030768413406989164,0,17.589494699961506
0.4656785243741765,0.6944444444444443,Stat+Nonlinear,,0.0,101,0.3333333333333333,,,0.00015026434266474098,500,0.16666666666666666,cp_depthwise,0.01717914640903473,gpu_d2_it500_round1,d2__Stat_Nonlinear__cp_depthwise__ds101__ts0__it500,0.005708107863699029,0,17.58765149989631
0.7020604395604395,0.8846153846153846,Stat+Nonlinear,,0.0,102,0.5,,,0.00016621508984826505,500,0.4230769230769231,cp_depthwise,0.019552605226635933,gpu_d2_it500_round1,d2__Stat_Nonlinear__cp_depthwise__ds102__ts0__it500,0.007990756462746952,0,17.579595199902542
0.5198351112513516,0.7386363636363636,Stat+Nonlinear,,0.0,0,0.625,,,0.006565785501152277,500,0.48863636363636365,fixed_fir3,0.015214215964078903,gpu_d2_it500_round1,d2__Stat_Nonlinear__fixed_fir3__ds0__ts0__it500,0.030379971034485177,0,7.236124399933033
0.5615537240537241,0.8194444444444445,Stat+Nonlinear,,0.0,101,0.5,,,0.006545834243297577,500,0.375,fixed_fir3,0.01804603450000286,gpu_d2_it500_round1,d2__Stat_Nonlinear__fixed_fir3__ds101__ts0__it500,0.03038027436990668,0,7.256370399962179
